0.000000	0.000000
0.010000	-0.807354
0.020000	0.559457
0.030000	0.746326
0.040000	0.821799
0.050000	0.862687
0.060000	0.888353
0.070000	0.905973
0.080000	0.918825
0.090000	0.928619
0.100000	0.936334
0.110000	0.942572
0.120000	0.947722
0.130000	0.952049
0.140000	0.955737
0.150000	0.958919
0.160000	0.961694
0.170000	0.964137
0.180000	0.966305
0.190000	0.968243
0.200000	0.969987
0.210000	0.971565
0.220000	0.973001
0.230000	0.974313
0.240000	0.975518
0.250000	0.976628
0.260000	0.977656
0.270000	0.978609
0.280000	0.979497
0.290000	0.980327
0.300000	0.981104
0.310000	0.981833
0.320000	0.982520
0.330000	0.983167
0.340000	0.983780
0.350000	0.984360
0.360000	0.984910
0.370000	0.985433
0.380000	0.985931
0.390000	0.986407
0.400000	0.986861
0.410000	0.987296
0.420000	0.987712
0.430000	0.988111
0.440000	0.988495
0.450000	0.988864
0.460000	0.989219
0.470000	0.989562
0.480000	0.989893
0.490000	0.990212
0.500000	0.990521
0.510000	0.990820
0.520000	0.991110
0.530000	0.991391
0.540000	0.991664
0.550000	0.991929
0.560000	0.992186
0.570000	0.992437
0.580000	0.992681
0.590000	0.992919
0.600000	0.993150
0.610000	0.993377
0.620000	0.993598
0.630000	0.993814
0.640000	0.994025
0.650000	0.994231
0.660000	0.994433
0.670000	0.994631
0.680000	0.994825
0.690000	0.995016
0.700000	0.995202
0.710000	0.995385
0.720000	0.995565
0.730000	0.995742
0.740000	0.995916
0.750000	0.996087
0.760000	0.996255
0.770000	0.996421
0.780000	0.996584
0.790000	0.996745
0.800000	0.996903
0.810000	0.997059
0.820000	0.997213
0.830000	0.997365
0.840000	0.997516
0.850000	0.997664
0.860000	0.997810
0.870000	0.997955
0.880000	0.998098
0.890000	0.998240
0.900000	0.998380
0.910000	0.998519
0.920000	0.998656
0.930000	0.998792
0.940000	0.998927
0.950000	0.999061
0.960000	0.999193
0.970000	0.999324
0.980000	0.999454
0.990000	0.999584
1.000000	0.999712
1.010000	0.999839
1.020000	0.999966
1.030000	1.000091
1.040000	1.000216
1.050000	1.000340
1.060000	1.000464
1.070000	1.000586
1.080000	1.000708
1.090000	1.000830
1.100000	1.000951
1.110000	1.001071
1.120000	1.001191
1.130000	1.001310
1.140000	1.001429
1.150000	1.001548
1.160000	1.001666
1.170000	1.001783
1.180000	1.001901
1.190000	1.002018
1.200000	1.002135
1.210000	1.002251
1.220000	1.002368
1.230000	1.002484
1.240000	1.002600
1.250000	1.002716
1.260000	1.002831
1.270000	1.002947
1.280000	1.003063
1.290000	1.003178
1.300000	1.003294
1.310000	1.003410
1.320000	1.003525
1.330000	1.003641
1.340000	1.003757
1.350000	1.003873
1.360000	1.003989
1.370000	1.004106
1.380000	1.004222
1.390000	1.004339
1.400000	1.004456
1.410000	1.004573
1.420000	1.004691
1.430000	1.004809
1.440000	1.004927
1.450000	1.005046
1.460000	1.005165
1.470000	1.005285
1.480000	1.005405
1.490000	1.005526
1.500000	1.005647
1.510000	1.005769
1.520000	1.005891
1.530000	1.006014
1.540000	1.006138
1.550000	1.006263
1.560000	1.006388
1.570000	1.006514
1.580000	1.006641
1.590000	1.006768
1.600000	1.006897
1.610000	1.007026
1.620000	1.007157
1.630000	1.007288
1.640000	1.007421
1.650000	1.007555
1.660000	1.007689
1.670000	1.007825
1.680000	1.007963
1.690000	1.008101
1.700000	1.008241
1.710000	1.008383
1.720000	1.008526
1.730000	1.008670
1.740000	1.008816
1.750000	1.008964
1.760000	1.009113
1.770000	1.009264
1.780000	1.009417
1.790000	1.009572
1.800000	1.009729
1.810000	1.009888
1.820000	1.010049
1.830000	1.010213
1.840000	1.010379
1.850000	1.010547
1.860000	1.010718
1.870000	1.010892
1.880000	1.011068
1.890000	1.011248
1.900000	1.011430
1.910000	1.011615
1.920000	1.011804
1.930000	1.011996
1.940000	1.012192
1.950000	1.012392
1.960000	1.012595
1.970000	1.012803
1.980000	1.013015
1.990000	1.013231
2.000000	1.013452
