0.000000	0.000000
0.010000	0.010000
0.020000	0.020200
0.030000	0.030599
0.040000	0.041196
0.050000	0.051990
0.060000	0.062980
0.070000	0.074165
0.080000	0.085545
0.090000	0.097117
0.100000	0.108881
0.110000	0.120837
0.120000	0.132982
0.130000	0.145317
0.140000	0.157840
0.150000	0.170550
0.160000	0.183446
0.170000	0.196527
0.180000	0.209793
0.190000	0.223242
0.200000	0.236873
0.210000	0.250685
0.220000	0.264678
0.230000	0.278850
0.240000	0.293200
0.250000	0.307728
0.260000	0.322433
0.270000	0.337312
0.280000	0.352366
0.290000	0.367594
0.300000	0.382995
0.310000	0.398567
0.320000	0.414310
0.330000	0.430222
0.340000	0.446303
0.350000	0.462553
0.360000	0.478969
0.370000	0.495551
0.380000	0.512298
0.390000	0.529209
0.400000	0.546284
0.410000	0.563521
0.420000	0.580919
0.430000	0.598477
0.440000	0.616196
0.450000	0.634072
0.460000	0.652107
0.470000	0.670298
0.480000	0.688646
0.490000	0.707148
0.500000	0.725805
0.510000	0.744615
0.520000	0.763577
0.530000	0.782691
0.540000	0.801955
0.550000	0.821370
0.560000	0.840933
0.570000	0.860645
0.580000	0.880503
0.590000	0.900508
0.600000	0.920659
0.610000	0.940955
0.620000	0.961394
0.630000	0.981977
0.640000	1.002701
0.650000	1.023568
0.660000	1.044575
0.670000	1.065722
0.680000	1.087008
0.690000	1.108432
0.700000	1.129994
0.710000	1.151692
0.720000	1.173527
0.730000	1.195497
0.740000	1.217601
0.750000	1.239839
0.760000	1.262211
0.770000	1.284714
0.780000	1.307349
0.790000	1.330115
0.800000	1.353010
0.810000	1.376036
0.820000	1.399189
0.830000	1.422471
0.840000	1.445881
0.850000	1.469417
0.860000	1.493078
0.870000	1.516866
0.880000	1.540777
0.890000	1.564813
0.900000	1.588973
0.910000	1.613254
0.920000	1.637658
0.930000	1.662184
0.940000	1.686830
0.950000	1.711597
0.960000	1.736483
0.970000	1.761489
0.980000	1.786613
0.990000	1.811855
1.000000	1.837214
