0.000000	0.000000
0.000010	0.000000
0.000020	0.000002
0.000030	0.000006
0.000040	0.000013
0.000050	0.000026
0.000060	0.000045
0.000070	0.000071
0.000080	0.000106
0.000090	0.000150
0.000100	0.000206
0.000110	0.000274
0.000120	0.000355
0.000130	0.000451
0.000140	0.000563
0.000150	0.000692
0.000160	0.000839
0.000170	0.001005
0.000180	0.001192
0.000190	0.001400
0.000200	0.001631
0.000210	0.001886
0.000220	0.002166
0.000230	0.002472
0.000240	0.002805
0.000250	0.003167
0.000260	0.003558
0.000270	0.003980
0.000280	0.004434
0.000290	0.004920
0.000300	0.005440
0.000310	0.005995
0.000320	0.006587
0.000330	0.007215
0.000340	0.007882
0.000350	0.008587
0.000360	0.009333
0.000370	0.010121
0.000380	0.010950
0.000390	0.011823
0.000400	0.012740
0.000410	0.013703
0.000420	0.014712
0.000430	0.015768
0.000440	0.016873
0.000450	0.018027
0.000460	0.019232
0.000470	0.020488
0.000480	0.021796
0.000490	0.023157
0.000500	0.024573
0.000510	0.026043
0.000520	0.027570
0.000530	0.029154
0.000540	0.030795
0.000550	0.032495
0.000560	0.034255
0.000570	0.036076
0.000580	0.037958
0.000590	0.039903
0.000600	0.041911
0.000610	0.043983
0.000620	0.046120
0.000630	0.048323
0.000640	0.050593
0.000650	0.052930
0.000660	0.055336
0.000670	0.057811
0.000680	0.060355
0.000690	0.062971
0.000700	0.065659
0.000710	0.068419
0.000720	0.071252
0.000730	0.074159
0.000740	0.077141
0.000750	0.080198
0.000760	0.083332
0.000770	0.086543
0.000780	0.089832
0.000790	0.093199
0.000800	0.096646
0.000810	0.100172
0.000820	0.103780
0.000830	0.107469
0.000840	0.111239
0.000850	0.115093
0.000860	0.119030
0.000870	0.123052
0.000880	0.127158
0.000890	0.131349
0.000900	0.135627
0.000910	0.139992
0.000920	0.144444
0.000930	0.148984
0.000940	0.153613
0.000950	0.158331
0.000960	0.163138
0.000970	0.168037
0.000980	0.173026
0.000990	0.178107
0.001000	0.183280
0.001010	0.188546
0.001020	0.193906
0.001030	0.199359
0.001040	0.204907
0.001050	0.210549
0.001060	0.216287
0.001070	0.222121
0.001080	0.228052
0.001090	0.234079
0.001100	0.240204
0.001110	0.246427
0.001120	0.252749
0.001130	0.259169
0.001140	0.265689
0.001150	0.272308
0.001160	0.279028
0.001170	0.285849
0.001180	0.292770
0.001190	0.299793
0.001200	0.306919
0.001210	0.314146
0.001220	0.321476
0.001230	0.328910
0.001240	0.336447
0.001250	0.344087
0.001260	0.351832
0.001270	0.359682
0.001280	0.367637
0.001290	0.375697
0.001300	0.383862
0.001310	0.392134
0.001320	0.400511
0.001330	0.408996
0.001340	0.417587
0.001350	0.426285
0.001360	0.435091
0.001370	0.444004
0.001380	0.453026
0.001390	0.462155
0.001400	0.471394
0.001410	0.480740
0.001420	0.490196
0.001430	0.499761
0.001440	0.509436
0.001450	0.519220
0.001460	0.529114
0.001470	0.539118
0.001480	0.549232
0.001490	0.559456
0.001500	0.569791
0.001510	0.580237
0.001520	0.590794
0.001530	0.601461
0.001540	0.612240
0.001550	0.623130
0.001560	0.634131
0.001570	0.645244
0.001580	0.656469
0.001590	0.667805
0.001600	0.679254
0.001610	0.690814
0.001620	0.702486
0.001630	0.714270
0.001640	0.726166
0.001650	0.738174
0.001660	0.750295
0.001670	0.762527
0.001680	0.774872
0.001690	0.787330
0.001700	0.799899
0.001710	0.812581
0.001720	0.825376
0.001730	0.838282
0.001740	0.851301
0.001750	0.864432
0.001760	0.877676
0.001770	0.891031
0.001780	0.904499
0.001790	0.918079
0.001800	0.931770
0.001810	0.945574
0.001820	0.959490
0.001830	0.973517
0.001840	0.987656
0.001850	1.001907
0.001860	1.016269
0.001870	1.030743
0.001880	1.045328
0.001890	1.060024
0.001900	1.074831
0.001910	1.089749
0.001920	1.104777
0.001930	1.119917
0.001940	1.135166
0.001950	1.150526
0.001960	1.165996
0.001970	1.181575
0.001980	1.197265
0.001990	1.213063
0.002000	1.228971
0.002010	1.244988
0.002020	1.261114
0.002030	1.277349
0.002040	1.293692
0.002050	1.310142
0.002060	1.326701
0.002070	1.343367
0.002080	1.360141
0.002090	1.377022
0.002100	1.394009
0.002110	1.411103
0.002120	1.428304
0.002130	1.445610
0.002140	1.463021
0.002150	1.480539
0.002160	1.498161
0.002170	1.515887
0.002180	1.533718
0.002190	1.551653
0.002200	1.569692
0.002210	1.587834
0.002220	1.606079
0.002230	1.624426
0.002240	1.642876
0.002250	1.661428
0.002260	1.680081
0.002270	1.698835
