Metodo Biseccion
Iteracion	Error

1		14.285714
2		7.692308
3		3.703704
4		1.886792
5		0.934579
6		0.469484
7		0.234192
8		0.117233
9		0.058582
10		0.029300
11		0.014648
12		0.007324
13		0.003662
14		0.001831
15		0.000916
16		0.000458
17		0.000229
18		0.000114
19		0.000057
20		0.000029
21		0.000014
22		0.000007
