Metodo Regula Falsi
Iteracion	Error

1		3.582529
2		2.437672
3		1.610368
4		1.039381
5		0.659668
6		0.413900
7		0.257747
8		0.159734
9		0.098691
10		0.060860
11		0.037486
12		0.023073
13		0.014195
14		0.008730
15		0.005369
16		0.003301
17		0.002030
18		0.001248
19		0.000767
20		0.000472
21		0.000290
22		0.000178
23		0.000110
24		0.000067
25		0.000041
26		0.000025
27		0.000016
28		0.000010
