# Datos de convergencia - f(x) = x^10 - 1
# Columna 1: Iteración
# Columna 2: Error absoluto
Iteracion	Error
1			7.500000000000e-02
2			3.750000000000e-02
3			1.875000000000e-02
4			9.375000000000e-03
5			4.687500000000e-03
6			2.343750000000e-03
7			1.171875000000e-03
8			5.859375000001e-04
9			2.929687500001e-04
10			1.464843750000e-04
11			7.324218750004e-05
12			3.662109375013e-05
13			1.831054687507e-05
14			9.155273437478e-06
